serial_number,session_number,created_datetime,signal_1,signal_2,signal_3,signal_4,signal_5
18,70029,2022-07-03 00:01:22,-0.137725582,1.082450327,2.123700574,2.968281394,3.962342121
18,70029,2022-07-03 00:01:23,0.108601576,1.084039443,1.960183068,3.111350667,4.150330096
18,70029,2022-07-03 00:01:24,0.125986029,1.150715824,2.058740414,2.824775976,3.929995176
18,70029,2022-07-03 00:01:25,-0.116868322,0.934936162,1.968012758,2.934933115,3.819079538
18,70029,2022-07-03 00:01:26,-0.016795235,1.111555357,1.999926903,2.955371948,3.784209252
18,70029,2022-07-03 00:01:27,0.061605502,0.943889056,2.114000584,2.994581745,3.993795646
18,70029,2022-07-03 00:01:28,-0.2809256,1.017435811,2.00741472,3.106445111,4.05198171
18,70029,2022-07-03 00:01:29,-0.014806652,1.04918788,1.950851269,3.02205941,3.948957425
18,70029,2022-07-03 00:01:30,0.034593518,1.091374477,1.852864273,2.980112941,4.010392307
18,70029,2022-07-03 00:01:31,-0.188095193,0.971284637,1.966938782,2.86740957,3.9858635
18,70029,2022-07-03 00:01:32,-0.135142692,1.032777668,1.978934653,3.002383717,4.02410038
16,70030,2022-07-16 00:00:00,-0.0533596,1.750177062,4.239811287,5.858944421,7.855767123
16,70030,2022-07-16 00:00:01,-0.101506748,2.015098394,3.920242794,5.785022318,7.925490783
16,70030,2022-07-16 00:00:02,0.057976076,1.905979507,3.875466152,6.030043095,8.094841586
16,70030,2022-07-16 00:00:03,0.119587365,2.105005615,4.119640329,5.789891823,8.161424671
16,70030,2022-07-16 00:00:04,-0.034279945,2.134850179,3.947840786,6.124421767,7.949370749
16,70030,2022-07-16 00:00:05,0.034623084,1.951213327,3.960775189,6.070659291,8.060410403
16,70030,2022-07-16 00:00:06,0.070503028,2.084552147,4.150068812,6.001645072,7.85542944
16,70030,2022-07-16 00:00:07,-0.12428245,1.84682443,3.946770608,6.038359484,8.042812153
16,70030,2022-07-16 00:00:08,0.025840822,1.972060452,4.077665988,5.83431619,7.887619066
16,70030,2022-07-16 00:00:09,-0.017346893,2.143614437,3.896366927,5.920371512,8.004142286
16,70030,2022-07-16 00:00:10,-0.044112913,2.051663655,3.779230028,5.984910479,8.093200675
16,70030,2022-07-16 00:00:11,-0.086037501,1.976626638,4.109041233,6.002699944,8.046350829
16,70030,2022-07-16 00:00:12,0.054192473,1.958558178,4.028316709,6.033834936,7.83075032
16,70030,2022-07-16 00:00:13,0.106870777,2.026249667,4.159284701,6.088961007,8.038001346
16,70030,2022-07-16 00:00:14,-0.116283878,1.951037597,3.97415276,5.96167647,8.006058899
16,70030,2022-07-16 00:00:15,-0.008304337,1.955220937,3.915883586,5.877552415,7.942655333
16,70030,2022-07-16 00:00:16,0.072138848,2.024028312,4.137678576,6.052162361,7.947720052
16,70030,2022-07-16 00:00:17,-0.113942461,1.891685485,3.893459647,5.90530027,7.935082091
16,70030,2022-07-16 00:00:18,-0.213099693,1.953331721,4.084067195,6.019529231,7.892728459
16,70030,2022-07-16 00:00:19,0.002087489,1.967121982,3.894580302,5.879528411,7.888395977
16,70030,2022-07-16 00:00:20,0.011246084,1.911575476,3.875071474,5.701159505,8.12512749
16,70030,2022-07-16 00:00:21,-0.017689802,2.019713641,3.847994577,5.913900128,8.086541055
16,70030,2022-07-16 00:00:22,0.143479319,2.066130581,4.135940612,5.987367241,7.956253578
16,70030,2022-07-16 00:00:23,-0.166749188,2.054997132,4.022882808,6.032502305,7.96589226
16,70030,2022-07-16 00:00:24,0.181409343,2.040566867,4.171512272,5.996783468,8.053775379
16,70030,2022-07-16 00:00:25,-0.15502998,1.955194221,3.958996748,6.050936823,8.109681492
16,70030,2022-07-16 00:00:26,-0.05534098,1.936796033,3.863532449,6.069220184,7.773972811
16,70030,2022-07-16 00:00:27,0.000803296,2.131258259,3.9835739,6.028032281,8.096738051
16,70030,2022-07-16 00:00:28,-0.082549718,2.052191689,4.042875186,6.001477078,8.047951634
16,70030,2022-07-16 00:00:29,0.064637454,1.966954846,3.998524507,5.953797821,7.991295813
16,70030,2022-07-16 00:00:30,0.216466552,2.016239753,4.122959394,6.004840959,8.127911495
16,70030,2022-07-16 00:00:31,0.090375297,2.112496077,4.066045184,5.967642003,8.238858829
16,70030,2022-07-16 00:00:32,0.070094344,1.900838594,4.130391904,6.035280015,7.794138643
16,70030,2022-07-16 00:00:33,-0.096427695,1.929350447,3.885317895,5.984173596,8.021433131
16,70030,2022-07-16 00:00:34,0.090443851,1.82739303,3.932377556,5.987566968,7.974938366
16,70030,2022-07-16 00:00:35,0.090792125,2.080717536,3.91881857,6.108919054,7.959702271
16,70030,2022-07-16 00:00:36,-0.031354335,2.071737844,3.937831902,6.05557884,8.063032601
16,70030,2022-07-16 00:00:37,0.06147711,2.047348013,4.253200263,6.039830883,8.066469147
16,70030,2022-07-16 00:00:38,-0.021648509,2.022494274,3.979824484,6.031139738,8.107495717
16,70030,2022-07-16 00:00:39,0.147358137,2.040673386,3.773961893,6.029767654,8.015761856
16,70030,2022-07-16 00:00:40,0.076772733,1.962571684,3.994790824,6.069384158,8.083478113
16,70030,2022-07-16 00:00:41,0.093602847,2.08335383,4.092387253,5.834541153,7.912584764
126,70031,2022-06-05 00:00:00,0.039410733,0.933819775,2.001737157,2.787649105,3.827224994
126,70031,2022-06-05 00:00:01,-0.001565222,0.998748706,2.184904345,2.831012266,4.088366068
126,70031,2022-06-05 00:00:02,0.237108509,1.1368331,2.189563142,3.143097363,3.920349227
126,70031,2022-06-05 00:00:03,0.066078773,0.919273746,1.984591933,2.893568265,3.881124413
126,70031,2022-06-05 00:00:04,-0.102300763,1.009452354,1.988402124,3.00538956,4.084543536
126,70031,2022-06-05 00:00:05,0.056935261,0.948582225,1.853484076,2.955997429,4.124439037
126,70031,2022-06-05 00:00:06,-0.021547487,0.714668829,1.943537199,3.023844228,3.916523534
126,70031,2022-06-05 00:00:07,0.010941138,1.008139,1.940965443,3.078861711,3.965958162
126,70031,2022-06-05 00:00:08,-0.045853957,0.955261989,2.000327572,2.822738518,3.996772137
126,70031,2022-06-05 00:00:09,-0.145444538,1.029198986,1.901022918,2.95225585,4.09659122
126,70031,2022-06-05 00:00:10,-0.015608828,1.003386427,2.02545444,3.071850852,3.852663889
126,70031,2022-06-05 00:00:11,0.129771152,1.041782027,2.063241235,2.972467685,3.94701263
126,70031,2022-06-05 00:00:12,0.050187083,1.030200767,2.139844339,2.962899495,4.017974513
126,70031,2022-06-05 00:00:13,0.130298267,1.018207613,1.958741808,3.036647895,4.05117248
126,70031,2022-06-05 00:00:14,-0.09350046,0.940063393,1.962444918,2.917245848,4.178986693
126,70031,2022-06-05 00:00:15,-0.098536047,1.144324346,1.90785375,3.122769917,4.0000161
126,70031,2022-06-05 00:00:16,-0.03281687,0.966117514,1.915023974,3.07277893,4.11787893
126,70031,2022-06-05 00:00:17,-0.009068022,0.911848623,2.052040568,2.782355773,3.825454298
126,70031,2022-06-05 00:00:18,0.126645428,1.087950052,1.779916987,2.880060239,4.038824885
126,70031,2022-06-05 00:00:19,-0.100854214,1.002260949,1.897561327,2.916040358,4.070753829
126,70031,2022-06-05 00:00:20,-0.153300379,1.146707533,1.878675682,3.087712336,3.930904797
126,70031,2022-06-05 00:00:21,0.01034079,0.903357231,2.208149116,2.96657526,3.890442121
126,70031,2022-06-05 00:00:22,-0.094739324,0.994639505,1.96018383,3.027844152,3.994955143
126,70031,2022-06-05 00:00:23,0.004318244,1.019314233,1.931486847,3.024245671,3.834524736
126,70031,2022-06-05 00:00:24,-0.008030069,0.98427912,1.954731589,3.089716335,4.109424708
126,70031,2022-06-05 00:00:25,0.077901452,0.997008423,2.031697421,3.104593173,4.079909212
126,70031,2022-06-05 00:00:26,0.07377113,0.918776499,2.000631864,2.866260107,4.142912806
126,70031,2022-06-05 00:00:27,-0.145208545,0.928898896,1.942634143,3.068971307,4.026859878
126,70031,2022-06-05 00:00:28,-0.223110089,1.037589071,1.992903569,2.942238183,3.904267575
126,70031,2022-06-05 00:00:29,-0.163920819,1.066178774,1.972260838,3.006772677,3.999443784
126,70031,2022-06-05 00:00:30,-0.096846302,1.098920176,2.097875966,3.135891213,3.95454051
126,70031,2022-06-05 00:00:31,-0.108215378,1.066332652,1.880970197,2.809642723,3.869844959
126,70031,2022-06-05 00:00:32,-0.068083549,1.016134042,1.942927833,3.038694686,3.964217022
126,70031,2022-06-05 00:00:33,0.049971926,1.004841675,2.010766331,2.920936659,4.071080223
126,70031,2022-06-05 00:00:34,-0.309523053,1.090879583,1.962247036,2.880314807,4.141831536
126,70031,2022-06-05 00:00:35,-0.080229975,1.178955109,1.809810779,2.960536661,3.952375385
126,70031,2022-06-05 00:00:36,-0.048463473,1.006927792,1.833474224,2.891319607,4.137658115
126,70031,2022-06-05 00:00:37,0.02725686,1.013144606,1.868386298,2.810751016,3.761012941
126,70031,2022-06-05 00:00:38,-0.045220737,0.996293357,2.064006919,3.033846216,3.863396174
67,70032,2022-11-05 00:00:00,-0.04106932,1.921377324,4.287758157,6.141003513,7.780159672
67,70032,2022-11-05 00:00:01,-0.141357312,1.937536168,3.958273848,6.031786379,7.872708509
67,70032,2022-11-05 00:00:02,-0.026149234,2.074616981,4.10354148,5.992556459,7.84201916
67,70032,2022-11-05 00:00:03,-0.015292891,2.083194402,3.867758434,5.972703055,8.038753027
67,70032,2022-11-05 00:00:04,0.016167139,2.012593605,4.069246836,5.973257865,8.062132118
67,70032,2022-11-05 00:00:05,-0.187682687,2.080668047,3.965050559,5.84541337,8.060607118
67,70032,2022-11-05 00:00:06,-0.029884216,1.970659824,3.994163383,6.040830501,8.136413854
67,70032,2022-11-05 00:00:07,-0.02152068,2.224281017,4.006876728,5.788864098,7.901620631
67,70032,2022-11-05 00:00:08,0.088117763,1.932501327,4.13809343,6.047777018,7.999710785
67,70032,2022-11-05 00:00:09,0.201273752,1.945123135,4.09707989,5.96134804,8.034254448
67,70032,2022-11-05 00:00:10,-0.000187224,1.998429583,3.935257835,5.977540071,8.008684847
67,70032,2022-11-05 00:00:11,0.198715759,1.966716219,3.981282504,6.070819799,7.939880029
67,70032,2022-11-05 00:00:12,-0.079555589,1.817600044,4.101505179,6.020596198,8.110079464
67,70032,2022-11-05 00:00:13,-0.056072446,2.073702455,3.96334278,6.023223304,8.029313038
67,70032,2022-11-05 00:00:14,0.025773657,2.073494777,3.907255366,6.119198401,7.973604863
67,70032,2022-11-05 00:00:15,-0.110731521,2.034833078,3.997176864,5.832217533,7.924028596
67,70032,2022-11-05 00:00:16,-0.096630639,1.830029897,3.987605074,6.196135674,8.05270653
67,70032,2022-11-05 00:00:17,-0.198412999,2.001369044,4.042206825,5.946873517,8.080322624
67,70032,2022-11-05 00:00:18,-0.036808434,1.986104345,4.0948177,6.140263505,7.921504805
67,70032,2022-11-05 00:00:19,0.063586812,1.996175659,4.027964631,6.047635086,8.18713116
67,70032,2022-11-05 00:00:20,-0.09204083,1.893672364,3.963515923,6.099866384,8.051010476
67,70032,2022-11-05 00:00:21,-0.084928159,2.00159552,3.793491396,5.97010852,7.93775389
67,70032,2022-11-05 00:00:22,-0.092771957,1.983996471,3.966687017,6.078277254,7.952842487
67,70032,2022-11-05 00:00:23,0.043996242,2.106743421,3.893746083,5.990029997,7.940774557
67,70032,2022-11-05 00:00:24,-0.038816281,1.907433032,4.04126982,6.047321649,8.178131519
67,70032,2022-11-05 00:00:25,-0.012520276,2.087346748,3.926896688,6.028364132,7.886616649
67,70032,2022-11-05 00:00:26,0.059536189,1.939230014,4.214210609,6.037839638,7.907076138
67,70032,2022-11-05 00:00:27,0.125949494,2.028598329,4.106258481,5.936910774,7.94848508
67,70032,2022-11-05 00:00:28,0.03775142,1.955905232,3.84031268,5.896709318,8.065231475
67,70032,2022-11-05 00:00:29,-0.149275285,2.081451575,3.971817337,6.1406592,7.95896053
67,70032,2022-11-05 00:00:30,0.005142736,2.11246198,4.122643176,6.038849344,7.968173589
67,70032,2022-11-05 00:00:31,0.097298501,1.971670268,3.988710646,5.967995699,8.178242631
67,70032,2022-11-05 00:00:32,0.043424172,2.193080503,3.963136017,6.096477959,7.993946431
67,70032,2022-11-05 00:00:33,0.005573936,2.078918634,4.020330265,5.87634974,7.953854043
67,70032,2022-11-05 00:00:34,0.031436178,1.841066875,4.14456359,6.073836992,8.149476047
67,70032,2022-11-05 00:00:35,-0.141859853,2.091742856,3.918972695,6.220879102,7.999255753
67,70032,2022-11-05 00:00:36,0.055299173,2.063683369,3.912019788,6.120273876,8.054042369
67,70032,2022-11-05 00:00:37,0.179365953,1.807777759,3.9514183,5.93596231,7.942087986
67,70032,2022-11-05 00:00:38,0.114331471,1.840711528,4.048084641,5.97650079,8.117447614
67,70032,2022-11-05 00:00:39,-0.253231073,1.998366996,4.094625742,6.123368303,8.126275428
67,70032,2022-11-05 00:00:40,0.056788639,1.917426226,3.985286382,6.068691415,8.110540028
67,70032,2022-11-05 00:00:41,0.123106739,2.108543877,3.855378411,5.984894377,8.003691939
67,70032,2022-11-05 00:00:42,-0.116359618,1.974340578,3.960493006,5.930119676,7.987190059
67,70032,2022-11-05 00:00:43,-0.135684825,1.895885358,3.917783828,6.161284886,8.017391241
67,70032,2022-11-05 00:00:44,0.009232362,2.117513131,3.851583105,6.135432702,8.132477843
67,70032,2022-11-05 00:00:45,-0.170653763,1.95728334,4.041574606,5.965398729,7.824025254
67,70032,2022-11-05 00:00:46,-0.061953849,1.97398801,3.941737309,6.018269676,8.044238698
67,70032,2022-11-05 00:00:47,-0.028757923,1.950269718,3.929888943,5.91833808,8.071467242
67,70032,2022-11-05 00:00:48,0.078988791,1.777759975,3.896766528,5.913062547,8.038611749
67,70032,2022-11-05 00:00:49,0.012916422,1.770128474,4.019531926,6.049784257,8.005734891
67,70032,2022-11-05 00:00:50,0.013367087,1.873502805,4.057485851,5.946003781,7.922529943
67,70032,2022-11-05 00:00:51,0.021416349,1.978857937,3.798456004,6.100988673,7.842234127
67,70032,2022-11-05 00:00:52,-0.116898847,1.974607645,3.973820141,6.105437891,7.959474612
67,70032,2022-11-05 00:00:53,-0.030752427,1.850910657,4.205712352,5.875682681,7.989824616
67,70032,2022-11-05 00:00:54,-0.037587839,2.022277479,4.135445596,6.007589809,8.059151878
67,70032,2022-11-05 00:00:55,0.168780865,2.115353388,4.043600683,6.14873672,8.032721455
67,70032,2022-11-05 00:00:56,-0.013726678,1.995945614,4.194532997,6.059760909,8.049071106
67,70032,2022-11-05 00:00:57,-0.021794718,1.79589345,4.084476052,6.082767658,8.100864388
67,70032,2022-11-05 00:00:58,-0.099199043,1.821691082,3.901126316,6.099400412,7.907135819
67,70032,2022-11-05 00:00:59,-0.034159718,2.128066951,4.126606285,5.853067987,7.95775251
67,70032,2022-11-05 00:01:00,0.001408458,2.061662351,3.910962363,6.04940715,7.819183605
67,70032,2022-11-05 00:01:01,0.121155785,1.873286631,3.972025407,5.826832561,8.027013512
67,70032,2022-11-05 00:01:02,0.038131943,1.937517733,4.014757144,5.831070129,7.978067111
67,70032,2022-11-05 00:01:03,0.196430315,1.885154936,3.91641152,5.781884047,8.111549476
67,70032,2022-11-05 00:01:04,0.002641011,2.157067938,4.027297775,6.025540458,7.900604309
67,70032,2022-11-05 00:01:05,-0.007953202,2.012222617,4.134101171,5.994875968,8.017416794
120,70033,2022-03-23 00:00:00,0.068441095,0.896043276,2.004707928,2.838185608,4.107599119
120,70033,2022-03-23 00:00:01,-0.060697228,1.024493577,1.96810522,2.883133114,3.883786643
120,70033,2022-03-23 00:00:02,-0.100394937,0.984481327,1.99477495,3.035055044,3.898497532
120,70033,2022-03-23 00:00:03,-0.091971246,1.031374827,2.015372808,2.961549287,4.102132339
120,70033,2022-03-23 00:00:04,0.147551901,1.021961054,1.889819336,2.908107593,3.965146355
120,70033,2022-03-23 00:00:05,-0.062935715,1.051998435,2.099239634,2.794561745,4.118055027
120,70033,2022-03-23 00:00:06,0.154496493,0.944533374,1.911446171,3.133697604,3.9107896
120,70033,2022-03-23 00:00:07,0.0902925,1.074461591,1.941735869,2.959118587,4.022944242
120,70033,2022-03-23 00:00:08,-0.083823392,1.192362376,1.928385453,2.850656925,4.021258496
120,70033,2022-03-23 00:00:09,0.090841797,1.037512313,1.857673183,2.908890879,4.14732664
120,70033,2022-03-23 00:00:10,-0.146609458,0.940164975,1.916146471,2.998034544,4.065980293
120,70033,2022-03-23 00:00:11,0.045497757,1.079685223,2.051568061,2.876656697,4.074724232
120,70033,2022-03-23 00:00:12,-0.043298844,0.88390809,2.084826533,2.863441906,3.955642214
120,70033,2022-03-23 00:00:13,0.076006968,1.020266931,1.735181191,2.987770941,3.98105328
120,70033,2022-03-23 00:00:14,-0.046044155,0.946393574,1.994620217,3.086868943,3.863415809
120,70033,2022-03-23 00:00:15,0.121335737,1.06501651,1.961290244,2.993250672,3.971920119
120,70033,2022-03-23 00:00:16,0.200361348,0.950576681,1.888241266,3.122848898,4.010037816
120,70033,2022-03-23 00:00:17,0.034698666,1.252539137,2.227777212,3.053600438,3.960904558
120,70033,2022-03-23 00:00:18,0.065564191,0.923313927,2.153591085,2.987772731,3.900652507
120,70033,2022-03-23 00:00:19,-0.040424332,0.909505725,2.022784816,3.006800181,4.051476355
120,70033,2022-03-23 00:00:20,-0.083225614,0.99362654,1.891432558,3.026384492,4.147628329
120,70033,2022-03-23 00:00:21,-0.06671764,0.992357528,2.028882525,3.032346919,4.083648519
120,70033,2022-03-23 00:00:22,0.101779278,0.97804208,2.004704039,3.086993308,4.08999783
120,70033,2022-03-23 00:00:23,0.01661687,1.150812742,1.957731388,3.039623674,3.966612054
120,70033,2022-03-23 00:00:24,0.103214999,0.862967505,2.103064234,3.046600182,3.920444593
120,70033,2022-03-23 00:00:25,0.005111095,1.014449409,2.021616524,2.964089565,4.038368035
120,70033,2022-03-23 00:00:26,-0.074598746,0.899326022,1.940297307,2.828674642,3.83352348
120,70033,2022-03-23 00:00:27,-0.213950635,1.046550766,1.886216924,2.92631811,4.117828671
120,70033,2022-03-23 00:00:28,-0.220884901,1.020669069,1.931670087,3.020545166,3.971103864
120,70033,2022-03-23 00:00:29,0.121502702,1.067397222,2.057833383,3.095731557,4.018493516
120,70033,2022-03-23 00:00:30,0.116624913,1.124939329,1.773024241,2.918378326,3.930315433
120,70033,2022-03-23 00:00:31,0.03423574,1.051471043,2.033762977,3.058187444,3.937847317
120,70033,2022-03-23 00:00:32,-0.155933013,1.18381469,2.06597168,3.074959448,3.970472937
120,70033,2022-03-23 00:00:33,-0.071626088,1.052188881,1.929486045,3.047543242,3.855437802
120,70033,2022-03-23 00:00:34,0.101454591,0.923062057,1.993206249,3.045562298,4.036331651
120,70033,2022-03-23 00:00:35,-0.054596895,1.036689221,1.999116372,3.213952456,3.947119345
120,70033,2022-03-23 00:00:36,-0.083301565,0.986279041,1.88979063,3.016641154,4.083688093
120,70033,2022-03-23 00:00:37,-0.106269492,1.056977263,1.894482958,3.053190119,4.071831531
87,70034,2022-12-02 00:00:00,-0.010050484,1.941271256,3.929644387,6.01213523,8.198839181
87,70034,2022-12-02 00:00:01,0.040643558,1.9808848,4.03298067,5.793583109,7.907110012
87,70034,2022-12-02 00:00:02,-0.098454966,1.954186899,4.048489795,6.031762148,7.88411502
87,70034,2022-12-02 00:00:03,0.03727679,1.874167047,3.917274043,5.841142418,8.126907741
87,70034,2022-12-02 00:00:04,0.192845938,2.140019566,4.066592177,5.941998592,7.899475345
87,70034,2022-12-02 00:00:05,-0.098287467,2.031409813,3.923032236,6.214851214,7.988273912
87,70034,2022-12-02 00:00:06,0.096302232,1.876907988,3.964477113,5.826504741,7.87721448
87,70034,2022-12-02 00:00:07,0.017220332,2.017245256,4.276117655,6.058299845,8.037241945
87,70034,2022-12-02 00:00:08,-0.042575435,1.815810637,4.029661084,6.010682248,8.056875578
87,70034,2022-12-02 00:00:09,-0.01323205,1.962360514,4.175447943,5.947419007,8.08321695
87,70034,2022-12-02 00:00:10,-0.240497838,2.034162545,4.113708528,6.144687216,7.885724784
87,70034,2022-12-02 00:00:11,-0.073379216,1.92120531,3.914974221,6.110388309,8.036719417
87,70034,2022-12-02 00:00:12,0.157734967,1.891454377,4.07784568,5.986295046,8.028238898
87,70034,2022-12-02 00:00:13,0.059094339,1.91019855,4.035515066,5.693832461,7.98945709
87,70034,2022-12-02 00:00:14,0.049640443,1.853290586,3.99565013,5.836209723,7.828593145
87,70034,2022-12-02 00:00:15,-0.218160934,2.020474643,3.849023815,6.031508941,8.096256945
87,70034,2022-12-02 00:00:16,0.084791442,2.188437866,4.09353364,5.948925264,8.129267295
87,70034,2022-12-02 00:00:17,-0.001112067,1.862435801,4.071245558,5.985878318,7.947034038
87,70034,2022-12-02 00:00:18,0.008005168,1.986269436,4.074825322,6.033008824,8.041557105
87,70034,2022-12-02 00:00:19,0.071481413,1.840077081,4.065512687,6.021627498,8.030401137
87,70034,2022-12-02 00:00:20,0.002251496,1.79984959,4.082440693,5.96167842,8.153014694
87,70034,2022-12-02 00:00:21,-0.059514356,2.107988554,3.880284578,5.971058595,8.015431119
87,70034,2022-12-02 00:00:22,0.17298373,2.12508972,3.926677382,5.987587512,8.05553952
87,70034,2022-12-02 00:00:23,0.040453331,1.99255616,4.157958888,6.025173487,8.113163726
87,70034,2022-12-02 00:00:24,-0.067890235,2.105802663,4.168678635,6.016203477,8.039100608
87,70034,2022-12-02 00:00:25,-0.18359327,2.126317556,3.944471422,6.137555089,8.10298909
87,70034,2022-12-02 00:00:26,-0.12627903,1.847256861,3.886770353,5.974106337,8.036108102
87,70034,2022-12-02 00:00:27,0.060918489,1.92583406,3.988458227,6.174698565,7.808926705
87,70034,2022-12-02 00:00:28,0.047246654,1.977712105,3.919908584,6.056846151,8.019377621
87,70034,2022-12-02 00:00:29,0.196939602,1.975443791,4.035775831,6.09624579,8.095963892
87,70034,2022-12-02 00:00:30,-0.287103449,1.863590892,3.929929809,5.913316183,8.111907579
87,70034,2022-12-02 00:00:31,0.001061706,2.03132107,4.010605755,6.011814325,8.093276485
87,70034,2022-12-02 00:00:32,0.094742226,2.007672258,3.997564759,6.064321569,8.025314816
87,70034,2022-12-02 00:00:33,0.048299557,1.886369782,3.940365037,5.94206567,8.143461986
87,70034,2022-12-02 00:00:34,0.065978798,2.097964537,3.894743051,6.0769797,7.908482531
87,70034,2022-12-02 00:00:35,-0.119557447,1.968432865,3.829469815,5.930268763,7.986158481
87,70034,2022-12-02 00:00:36,-0.118645693,1.956686126,4.005854024,5.94675558,8.214256856
87,70034,2022-12-02 00:00:37,0.008112693,2.003156051,4.12830918,5.866444037,8.087318378
87,70034,2022-12-02 00:00:38,0.045221593,1.92208395,3.96059675,5.937315532,8.058590496
87,70034,2022-12-02 00:00:39,-0.010405147,1.970911341,3.94767199,6.22838103,7.931929524
87,70034,2022-12-02 00:00:40,0.06003647,1.952738617,4.228276304,5.922314093,7.948266998
87,70034,2022-12-02 00:00:41,0.062420984,2.040982765,3.83864884,5.988695724,8.064275473
87,70034,2022-12-02 00:00:42,-0.012586146,1.951375145,4.177198822,6.013925635,8.10998834
87,70034,2022-12-02 00:00:43,0.051777724,1.973363948,4.044235197,6.134236092,7.955372267
87,70034,2022-12-02 00:00:44,0.058722136,1.981966621,3.920565276,5.804227938,8.084659183
87,70034,2022-12-02 00:00:45,-0.038556168,1.950947659,3.912848238,6.096391405,7.893465541
87,70034,2022-12-02 00:00:46,-0.080394996,1.782382924,4.046054282,6.054552573,7.993390162
87,70034,2022-12-02 00:00:47,-0.121074936,1.957259218,4.086830246,5.933556416,7.966839616
87,70034,2022-12-02 00:00:48,-0.012312564,1.98339879,4.12644929,5.841484365,7.960012343
87,70034,2022-12-02 00:00:49,0.034468676,2.114000216,4.012607999,6.08736999,8.050838955
87,70034,2022-12-02 00:00:50,-0.028490633,1.931566113,4.034359654,6.06309418,8.074097645
87,70034,2022-12-02 00:00:51,0.203352526,2.033713548,3.92866847,5.885769921,8.03400754
87,70034,2022-12-02 00:00:52,0.04917993,2.089999077,3.957819821,6.131088856,7.878533256
87,70034,2022-12-02 00:00:53,0.143966202,2.120191374,3.89544991,6.040768446,7.882867185
87,70034,2022-12-02 00:00:54,-0.041740993,2.139373825,4.086104575,6.082524984,8.030076946
87,70034,2022-12-02 00:00:55,0.040158296,1.929268946,3.918570935,6.070746086,8.00946782
87,70034,2022-12-02 00:00:56,-0.065693857,2.079022835,3.936475379,5.96176925,8.021916144
87,70034,2022-12-02 00:00:57,0.078867467,2.107167533,3.824071145,6.084496533,8.014459592
87,70034,2022-12-02 00:00:58,-0.000979812,1.780868153,4.052947741,6.040207763,7.841883444
87,70034,2022-12-02 00:00:59,-0.101985779,1.946890502,4.078013519,5.79503014,8.096930933
87,70034,2022-12-02 00:01:00,-0.044802799,2.073433528,3.895834682,6.010893701,8.182108052
87,70034,2022-12-02 00:01:01,0.16198672,1.803337418,3.922144257,6.132354956,7.968351251
87,70034,2022-12-02 00:01:02,0.026780302,1.972498702,3.883346666,6.0716406,7.851088491
87,70034,2022-12-02 00:01:03,0.066093503,1.954577528,4.003058566,6.017634798,8.046573959
87,70034,2022-12-02 00:01:04,0.017946301,2.117596636,4.033702439,5.933528198,7.755838996
87,70034,2022-12-02 00:01:05,-0.103130119,1.921504672,4.099936606,5.967671304,7.843421585
87,70034,2022-12-02 00:01:06,-0.0249101,2.037421956,4.072973729,6.197389818,8.026039491
87,70034,2022-12-02 00:01:07,0.087514283,1.927342686,3.928894952,5.950250487,8.109797263
87,70034,2022-12-02 00:01:08,-0.024937705,2.072834058,4.054793946,5.891787001,7.93357219
87,70034,2022-12-02 00:01:09,0.059534074,1.817265241,4.168933602,6.076914767,7.892284601
87,70034,2022-12-02 00:01:10,0.182533636,1.96411171,4.102639594,5.986669557,8.052629759
87,70034,2022-12-02 00:01:11,0.015716364,1.965369923,4.154138957,5.999465226,7.946656692
87,70034,2022-12-02 00:01:12,0.012997656,2.112590723,3.955435825,6.08543738,8.037404672
87,70034,2022-12-02 00:01:13,-0.177845738,2.034802622,3.942254422,5.789422728,7.796634311
87,70034,2022-12-02 00:01:14,-0.015818506,1.987090581,3.862324806,6.028661832,7.982637636
87,70034,2022-12-02 00:01:15,0.035035121,2.151618076,4.031276433,6.070588174,8.043375996
87,70034,2022-12-02 00:01:16,0.235061677,2.014606723,4.033455355,6.184604497,8.060190606
87,70034,2022-12-02 00:01:17,0.054550803,2.037924525,3.980675839,6.070395117,8.079912518
87,70034,2022-12-02 00:01:18,-0.060509063,2.236469192,4.057045038,5.944248593,7.916757439
87,70034,2022-12-02 00:01:19,0.106376942,2.036230444,4.031946539,5.888583982,7.992855833
87,70034,2022-12-02 00:01:20,0.104791213,1.992473266,3.885522949,5.952010511,8.095577545
87,70034,2022-12-02 00:01:21,-0.060865697,2.076360096,3.857629441,5.874357965,7.932446409
87,70034,2022-12-02 00:01:22,-0.259252955,2.114956045,4.037423782,5.862281914,7.924062587
87,70034,2022-12-02 00:01:23,0.047502411,2.079393191,3.909966728,5.91060576,7.976104001
87,70034,2022-12-02 00:01:24,-0.111208705,1.963161996,3.870312796,5.893961671,7.765313556
87,70034,2022-12-02 00:01:25,-0.189959654,2.048444028,4.058120289,5.924135114,8.099923296
87,70034,2022-12-02 00:01:26,0.026825659,1.918365926,3.978862591,6.03957761,8.022147243
87,70034,2022-12-02 00:01:27,0.084594417,1.934230725,3.92878385,6.153632064,8.122746793
87,70034,2022-12-02 00:01:28,-0.052985958,2.151237834,3.877931444,6.13369787,7.950118279
87,70034,2022-12-02 00:01:29,0.11833304,2.09288174,3.854962059,6.002909474,7.909019275
87,70034,2022-12-02 00:01:30,-0.259294541,2.00548833,4.06188629,5.992775206,8.238910003
